B2,n_donated,n_people,total_donation,max_donation,avg_donation,has_donation,donation_rate
20180827-052346_342_live,1,2,50.0,50.0,25.0,1,50.0
20180827-052542_379_live,2,2,51.0,50.0,25.5,1,100.0
20180827-052933_671_live,1,2,0.2,0.2,0.1,1,50.0
20180827-053243_818_live,0,2,0.0,0.0,0.0,0,0.0
20180827-053719_605_live,1,2,3.0,3.0,1.5,1,50.0
20180827-053806_750_live,2,2,100.0,50.0,50.0,1,100.0
20180827-055128_658_live,2,2,100.0,50.0,50.0,1,100.0
20180827-055433_258_live,1,2,3.0,3.0,1.5,1,50.0
20180827-060832_308_live,1,2,2.0,2.0,1.0,1,50.0
20180827-060928_49_live,2,2,100.0,50.0,50.0,1,100.0
20180827-062717_115_live,1,2,50.0,50.0,25.0,1,50.0
20180828-144300_705_live,0,2,0.0,0.0,0.0,0,0.0
20180828-144936_260_live,0,2,0.0,0.0,0.0,0,0.0
20180828-145342_771_live,1,2,0.1,0.1,0.05,1,50.0
20180828-145428_366_live,0,2,0.0,0.0,0.0,0,0.0
20180828-145511_480_live,1,2,0.25,0.25,0.125,1,50.0
20180828-145857_925_live,0,2,0.0,0.0,0.0,0,0.0
20180828-150047_923_live,1,2,1.0,1.0,0.5,1,50.0
20180828-150231_344_live,2,2,1.1,1.0,0.55,1,100.0
20180828-150259_573_live,2,2,0.1,0.05,0.05,1,100.0
20180828-150453_834_live,2,2,0.2,0.1,0.1,1,100.0
20180828-150559_96_live,1,2,2.0,2.0,1.0,1,50.0
20180828-150659_719_live,2,2,2.0,1.0,1.0,1,100.0
20180828-150721_38_live,2,2,2.75,2.0,1.375,1,100.0
20180828-150913_399_live,1,2,1.0,1.0,0.5,1,50.0
20180828-151016_679_live,1,2,0.25,0.25,0.125,1,50.0
20180828-151312_220_live,1,2,2.0,2.0,1.0,1,50.0
20180828-151602_271_live,1,2,1.5,1.5,0.75,1,50.0
20180828-151914_101_live,2,2,2.0,1.0,1.0,1,100.0
20180828-152151_483_live,1,2,0.1,0.1,0.05,1,50.0
20180828-152813_982_live,0,2,0.0,0.0,0.0,0,0.0
20180828-154646_473_live,2,2,1.5,1.0,0.75,1,100.0
20180828-155133_109_live,2,2,0.6,0.5,0.3,1,100.0
20180828-155340_989_live,1,2,0.2,0.2,0.1,1,50.0
20180828-155952_523_live,1,2,0.5,0.5,0.25,1,50.0
20180828-160644_703_live,2,2,0.8,0.5,0.4,1,100.0
20180828-161149_939_live,2,2,0.6,0.3,0.3,1,100.0
20180828-161442_405_live,2,2,2.5,1.5,1.25,1,100.0
20180828-161943_26_live,1,2,1.54,1.54,0.77,1,50.0
20180828-162137_37_live,2,2,1.5,1.0,0.75,1,100.0
20180828-162550_253_live,1,2,1.0,1.0,0.5,1,50.0
20180828-162752_771_live,0,2,0.0,0.0,0.0,0,0.0
20180828-163111_795_live,1,2,1.0,1.0,0.5,1,50.0
20180828-163300_633_live,1,2,1.0,1.0,0.5,1,50.0
20180828-164559_390_live,0,2,0.0,0.0,0.0,0,0.0
20180828-165639_960_live,0,2,0.0,0.0,0.0,0,0.0
20180828-171020_885_live,0,2,0.0,0.0,0.0,0,0.0
20180828-175059_983_live,1,2,0.3,0.3,0.15,1,50.0
20180828-180205_798_live,2,2,0.6,0.3,0.3,1,100.0
20180828-180224_618_live,1,2,0.1,0.1,0.05,1,50.0
20180828-181506_747_live,1,2,1.0,1.0,0.5,1,50.0
20180828-182401_548_live,0,2,0.0,0.0,0.0,0,0.0
20180828-182449_776_live,0,2,0.0,0.0,0.0,0,0.0
20180828-182632_141_live,2,2,2.5,2.0,1.25,1,100.0
20180828-183321_46_live,1,2,0.25,0.25,0.125,1,50.0
20180828-185320_572_live,1,2,0.5,0.5,0.25,1,50.0
20180828-185546_199_live,0,2,0.0,0.0,0.0,0,0.0
20180828-185623_74_live,0,2,0.0,0.0,0.0,0,0.0
20180828-185741_900_live,1,2,0.01,0.01,0.005,1,50.0
20180828-190043_840_live,2,2,1.25,1.0,0.625,1,100.0
20180828-190157_397_live,1,2,0.15,0.15,0.075,1,50.0
20180828-190212_442_live,0,2,0.0,0.0,0.0,0,0.0
20180828-190347_623_live,1,2,1.25,1.25,0.625,1,50.0
20180828-190442_503_live,0,2,0.0,0.0,0.0,0,0.0
20180828-190447_206_live,2,2,2.5,2.0,1.25,1,100.0
20180828-190746_441_live,1,2,1.0,1.0,0.5,1,50.0
20180828-191043_249_live,0,2,0.0,0.0,0.0,0,0.0
20180828-191127_844_live,2,2,0.75,0.5,0.375,1,100.0
20180828-191128_16_live,2,2,0.35,0.2,0.175,1,100.0
20180828-191231_142_live,1,2,0.5,0.5,0.25,1,50.0
20180828-191949_798_live,1,2,0.3,0.3,0.15,1,50.0
20180828-191951_61_live,1,2,1.0,1.0,0.5,1,50.0
20180828-192007_353_live,0,2,0.0,0.0,0.0,0,0.0
20180828-192202_602_live,2,2,1.0,0.5,0.5,1,100.0
20180828-192229_245_live,2,2,1.25,1.0,0.625,1,100.0
20180828-192522_122_live,2,2,0.5,0.25,0.25,1,100.0
20180828-192601_768_live,0,2,0.0,0.0,0.0,0,0.0
20180828-192744_15_live,0,2,0.0,0.0,0.0,0,0.0
20180828-192750_297_live,0,2,0.0,0.0,0.0,0,0.0
20180828-192913_631_live,2,2,1.5,1.0,0.75,1,100.0
20180828-194258_519_live,1,2,0.2,0.2,0.1,1,50.0
20180828-194341_225_live,1,2,0.02,0.02,0.01,1,50.0
20180828-194737_511_live,1,2,1.0,1.0,0.5,1,50.0
20180828-194952_902_live,1,2,2.0,2.0,1.0,1,50.0
20180828-195304_313_live,0,2,0.0,0.0,0.0,0,0.0
20180828-200654_46_live,1,2,0.2,0.2,0.1,1,50.0
20180828-200947_596_live,0,2,0.0,0.0,0.0,0,0.0
20180828-201354_18_live,1,2,2.0,2.0,1.0,1,50.0
20180828-201439_804_live,1,2,1.0,1.0,0.5,1,50.0
20180828-202033_549_live,1,2,2.0,2.0,1.0,1,50.0
20180828-202206_260_live,2,2,1.5,0.75,0.75,1,100.0
20180828-204943_168_live,0,2,0.0,0.0,0.0,0,0.0
20180828-204944_288_live,0,2,0.0,0.0,0.0,0,0.0
20180828-212320_295_live,1,2,0.25,0.25,0.125,1,50.0
20180828-213210_462_live,1,2,1.0,1.0,0.5,1,50.0
20180828-213210_53_live,1,2,0.5,0.5,0.25,1,50.0
20180828-215629_975_live,1,2,1.0,1.0,0.5,1,50.0
20180828-220218_164_live,0,2,0.0,0.0,0.0,0,0.0
20180828-220746_854_live,1,2,0.4,0.4,0.2,1,50.0
20180828-221141_79_live,2,2,0.02,0.01,0.01,1,100.0
20180828-224234_567_live,0,2,0.0,0.0,0.0,0,0.0
20180828-230057_631_live,0,2,0.0,0.0,0.0,0,0.0
20180829-010424_398_live,2,2,0.2,0.1,0.1,1,100.0
20180829-013801_68_live,1,2,0.05,0.05,0.025,1,50.0
20180829-023457_929_live,1,2,0.1,0.1,0.05,1,50.0
20180829-024934_543_live,2,2,1.5,1.0,0.75,1,100.0
20180829-025613_845_live,1,2,2.0,2.0,1.0,1,50.0
20180829-031039_439_live,0,2,0.0,0.0,0.0,0,0.0
20180829-032426_132_live,2,2,0.2,0.1,0.1,1,100.0
20180829-032923_105_live,2,2,1.3,1.0,0.65,1,100.0
20180829-034023_393_live,1,2,0.05,0.05,0.025,1,50.0
20180829-041046_968_live,1,2,0.3,0.3,0.15,1,50.0
20180829-042052_972_live,1,2,0.05,0.05,0.025,1,50.0
20180829-043732_518_live,1,2,0.4,0.4,0.2,1,50.0
20180829-045325_336_live,1,2,0.5,0.5,0.25,1,50.0
20180829-051330_889_live,0,2,0.0,0.0,0.0,0,0.0
20180829-051452_929_live,1,2,0.25,0.25,0.125,1,50.0
20180829-051511_813_live,1,2,0.15,0.15,0.075,1,50.0
20180829-054652_429_live,1,2,0.5,0.5,0.25,1,50.0
20180829-054846_569_live,1,2,0.25,0.25,0.125,1,50.0
20180829-055223_138_live,0,2,0.0,0.0,0.0,0,0.0
20180829-055321_359_live,2,2,1.3,1.0,0.65,1,100.0
20180829-055552_578_live,0,2,0.0,0.0,0.0,0,0.0
20180829-055930_101_live,1,2,0.12,0.12,0.06,1,50.0
20180829-061510_908_live,2,2,4.0,2.0,2.0,1,100.0
20180829-061717_888_live,1,2,0.25,0.25,0.125,1,50.0
20180829-062941_49_live,2,2,0.44999999999999996,0.3,0.22499999999999998,1,100.0
20180829-065354_687_live,0,2,0.0,0.0,0.0,0,0.0
20180829-065704_482_live,1,2,0.05,0.05,0.025,1,50.0
20180829-065854_948_live,0,2,0.0,0.0,0.0,0,0.0
20180829-070821_517_live,2,2,0.1,0.05,0.05,1,100.0
20180829-072646_214_live,1,2,1.07,1.07,0.535,1,50.0
20180829-073415_966_live,1,2,0.1,0.1,0.05,1,50.0
20180829-074215_511_live,0,2,0.0,0.0,0.0,0,0.0
20180829-075322_267_live,1,2,1.0,1.0,0.5,1,50.0
20180829-080320_760_live,1,2,0.1,0.1,0.05,1,50.0
20180829-081138_317_live,1,2,0.02,0.02,0.01,1,50.0
20180829-081919_384_live,1,2,1.0,1.0,0.5,1,50.0
20180829-082113_449_live,2,2,0.75,0.5,0.375,1,100.0
20180829-082505_548_live,0,2,0.0,0.0,0.0,0,0.0
20180829-082832_829_live,2,2,2.01,2.0,1.005,1,100.0
20180829-083014_221_live,2,2,0.8,0.5,0.4,1,100.0
20180829-083433_500_live,1,2,1.0,1.0,0.5,1,50.0
20180829-084042_694_live,0,2,0.0,0.0,0.0,0,0.0
20180829-085544_678_live,0,2,0.0,0.0,0.0,0,0.0
20180829-090546_237_live,2,2,2.0,1.0,1.0,1,100.0
20180829-092612_565_live,1,2,1.0,1.0,0.5,1,50.0
20180829-093239_896_live,0,2,0.0,0.0,0.0,0,0.0
20180829-094538_696_live,1,2,1.0,1.0,0.5,1,50.0
20180829-100816_672_live,0,2,0.0,0.0,0.0,0,0.0
20180829-101807_380_live,1,2,1.0,1.0,0.5,1,50.0
20180829-102237_489_live,1,2,0.1,0.1,0.05,1,50.0
20180829-114825_64_live,2,2,1.01,1.0,0.505,1,100.0
20180829-115223_595_live,2,2,1.5,1.0,0.75,1,100.0
20180829-120113_628_live,2,2,4.0,2.0,2.0,1,100.0
20180829-122147_798_live,0,2,0.0,0.0,0.0,0,0.0
20180829-123437_970_live,1,2,0.01,0.01,0.005,1,50.0
20180829-131217_757_live,1,2,1.0,1.0,0.5,1,50.0
20180829-133047_305_live,0,2,0.0,0.0,0.0,0,0.0
20180829-133221_419_live,2,2,3.0,2.0,1.5,1,100.0
20180829-140252_910_live,1,2,1.0,1.0,0.5,1,50.0
20180829-141003_666_live,2,2,2.3,2.0,1.15,1,100.0
20180829-141125_448_live,0,2,0.0,0.0,0.0,0,0.0
20180829-143714_241_live,0,2,0.0,0.0,0.0,0,0.0
20180829-144704_720_live,2,2,3.0,2.0,1.5,1,100.0
20180829-145732_91_live,0,2,0.0,0.0,0.0,0,0.0
20180829-161850_275_live,2,2,4.0,2.0,2.0,1,100.0
20180829-212706_883_live,1,2,1.0,1.0,0.5,1,50.0
20180829-222938_760_live,2,2,0.6,0.3,0.3,1,100.0
20180830-152840_138_live,1,2,0.1,0.1,0.05,1,50.0
20180830-153627_498_live,0,2,0.0,0.0,0.0,0,0.0
20180830-153926_427_live,2,2,0.6,0.5,0.3,1,100.0
20180830-154221_116_live,1,2,0.77,0.77,0.385,1,50.0
20180830-154401_340_live,0,2,0.0,0.0,0.0,0,0.0
20180830-154545_725_live,2,2,1.5,1.0,0.75,1,100.0
20180830-154613_158_live,1,2,2.0,2.0,1.0,1,50.0
20180830-154623_7_live,0,2,0.0,0.0,0.0,0,0.0
20180830-154630_337_live,1,2,0.3,0.3,0.15,1,50.0
20180830-154653_979_live,0,2,0.0,0.0,0.0,0,0.0
20180830-155048_517_live,0,2,0.0,0.0,0.0,0,0.0
20180830-155510_301_live,1,2,0.75,0.75,0.375,1,50.0
20180830-155925_759_live,1,2,0.5,0.5,0.25,1,50.0
20180830-160532_624_live,1,2,0.1,0.1,0.05,1,50.0
20180830-160755_786_live,0,2,0.0,0.0,0.0,0,0.0
20180830-162916_957_live,2,2,2.0,1.0,1.0,1,100.0
20180830-163555_445_live,1,2,1.0,1.0,0.5,1,50.0
20180830-164240_852_live,1,2,1.0,1.0,0.5,1,50.0
20180830-171517_934_live,1,2,1.0,1.0,0.5,1,50.0
20180830-171814_382_live,1,2,0.5,0.5,0.25,1,50.0
20180830-173320_897_live,0,2,0.0,0.0,0.0,0,0.0
20180830-173642_791_live,2,2,1.25,1.0,0.625,1,100.0
20180830-174134_253_live,1,2,0.1,0.1,0.05,1,50.0
20180830-174222_391_live,1,2,0.55,0.55,0.275,1,50.0
20180830-174307_818_live,2,2,2.0,1.0,1.0,1,100.0
20180830-174339_981_live,1,2,1.0,1.0,0.5,1,50.0
20180830-174602_584_live,0,2,0.0,0.0,0.0,0,0.0
20180830-175159_432_live,2,2,1.15,1.0,0.575,1,100.0
20180830-180642_988_live,1,2,0.5,0.5,0.25,1,50.0
20180830-180646_25_live,1,2,1.0,1.0,0.5,1,50.0
20180830-181256_736_live,1,2,0.1,0.1,0.05,1,50.0
20180830-181817_436_live,0,2,0.0,0.0,0.0,0,0.0
20180830-182037_288_live,2,2,1.0,0.5,0.5,1,100.0
20180830-182713_515_live,1,2,1.0,1.0,0.5,1,50.0
20180830-183859_317_live,2,2,2.5,2.0,1.25,1,100.0
20180830-184045_958_live,1,2,2.0,2.0,1.0,1,50.0
20180830-185013_499_live,1,2,0.2,0.2,0.1,1,50.0
20180830-185816_181_live,1,2,0.3,0.3,0.15,1,50.0
20180830-185954_395_live,2,2,0.5,0.25,0.25,1,100.0
20180830-190109_662_live,2,2,1.0,0.5,0.5,1,100.0
20180830-191022_810_live,0,2,0.0,0.0,0.0,0,0.0
20180830-191620_965_live,2,2,2.5,2.0,1.25,1,100.0
20180830-191932_932_live,1,2,2.0,2.0,1.0,1,50.0
20180830-192317_46_live,0,2,0.0,0.0,0.0,0,0.0
20180830-194021_927_live,1,2,0.2,0.2,0.1,1,50.0
20180830-194201_156_live,2,2,2.0,1.0,1.0,1,100.0
20180830-200148_992_live,1,2,0.5,0.5,0.25,1,50.0
20180830-201035_956_live,1,2,0.3,0.3,0.15,1,50.0
20180830-202306_689_live,0,2,0.0,0.0,0.0,0,0.0
20180830-204841_559_live,1,2,2.0,2.0,1.0,1,50.0
20180830-212956_406_live,0,2,0.0,0.0,0.0,0,0.0
20180830-213219_625_live,1,2,1.0,1.0,0.5,1,50.0
20180830-213440_640_live,1,2,1.0,1.0,0.5,1,50.0
20180830-223344_362_live,2,2,0.35,0.3,0.175,1,100.0
20180830-225222_66_live,1,2,2.0,2.0,1.0,1,50.0
20180830-232642_468_live,1,2,2.0,2.0,1.0,1,50.0
20180830-232824_365_live,1,2,2.0,2.0,1.0,1,50.0
20180831-012053_911_live,2,2,3.0,2.0,1.5,1,100.0
20180831-031446_408_live,1,2,0.1,0.1,0.05,1,50.0
20180831-040908_90_live,1,2,1.0,1.0,0.5,1,50.0
20180831-043947_465_live,0,2,0.0,0.0,0.0,0,0.0
20180831-051326_212_live,0,2,0.0,0.0,0.0,0,0.0
20180831-052816_178_live,2,2,1.1,1.0,0.55,1,100.0
20180831-053018_301_live,1,2,0.1,0.1,0.05,1,50.0
20180831-053123_578_live,1,2,0.5,0.5,0.25,1,50.0
20180831-054654_563_live,2,2,4.0,2.0,2.0,1,100.0
20180831-063536_532_live,1,2,0.25,0.25,0.125,1,50.0
20180831-065311_853_live,1,2,0.2,0.2,0.1,1,50.0
20180831-070455_353_live,1,2,0.1,0.1,0.05,1,50.0
20180831-071300_554_live,1,2,1.0,1.0,0.5,1,50.0
20180831-072612_12_live,0,2,0.0,0.0,0.0,0,0.0
20180831-073753_874_live,1,2,2.0,2.0,1.0,1,50.0
20180831-073919_112_live,0,2,0.0,0.0,0.0,0,0.0
20180831-080306_985_live,1,2,0.2,0.2,0.1,1,50.0
20180831-081945_112_live,0,2,0.0,0.0,0.0,0,0.0
20180831-082733_742_live,1,2,0.25,0.25,0.125,1,50.0
20180831-083027_46_live,2,2,2.5,2.0,1.25,1,100.0
20180831-094009_882_live,0,2,0.0,0.0,0.0,0,0.0
20180831-094601_58_live,1,2,0.2,0.2,0.1,1,50.0
20180831-100313_532_live,2,2,1.01,1.0,0.505,1,100.0
20180831-103236_81_live,0,2,0.0,0.0,0.0,0,0.0
20180831-111502_257_live,1,2,1.0,1.0,0.5,1,50.0
20180831-115617_21_live,2,2,2.0,1.0,1.0,1,100.0
20180831-120243_533_live,0,2,0.0,0.0,0.0,0,0.0
20180831-120603_285_live,2,2,0.1,0.05,0.05,1,100.0
20180831-122246_544_live,1,2,0.25,0.25,0.125,1,50.0
20180831-130348_981_live,1,2,0.5,0.5,0.25,1,50.0
20180831-131354_977_live,0,2,0.0,0.0,0.0,0,0.0
20180831-175558_427_live,1,2,0.5,0.5,0.25,1,50.0
20180831-175925_143_live,0,2,0.0,0.0,0.0,0,0.0
20180831-180309_707_live,1,2,1.0,1.0,0.5,1,50.0
20180831-180355_992_live,0,2,0.0,0.0,0.0,0,0.0
20180831-180851_529_live,1,2,1.0,1.0,0.5,1,50.0
20180831-181810_204_live,1,2,1.0,1.0,0.5,1,50.0
20180831-182245_152_live,2,2,1.7,1.5,0.85,1,100.0
20180831-182914_929_live,2,2,3.0,2.0,1.5,1,100.0
20180831-183431_357_live,1,2,0.1,0.1,0.05,1,50.0
20180831-184520_110_live,1,2,0.75,0.75,0.375,1,50.0
20180831-184944_472_live,2,2,0.32,0.3,0.16,1,100.0
20180831-185408_698_live,0,2,0.0,0.0,0.0,0,0.0
20180831-185836_687_live,1,2,0.5,0.5,0.25,1,50.0
20180831-190413_38_live,1,2,1.72,1.72,0.86,1,50.0
20180831-191015_164_live,0,2,0.0,0.0,0.0,0,0.0
20180831-191711_71_live,0,2,0.0,0.0,0.0,0,0.0
20180831-191911_779_live,1,2,1.0,1.0,0.5,1,50.0
20180831-191926_666_live,2,2,2.0,1.0,1.0,1,100.0
20180831-193934_858_live,2,2,2.0,1.0,1.0,1,100.0
20180831-200600_498_live,1,2,1.0,1.0,0.5,1,50.0
20180831-205301_781_live,1,2,0.1,0.1,0.05,1,50.0
20180831-211050_995_live,0,2,0.0,0.0,0.0,0,0.0
20180831-211130_630_live,0,2,0.0,0.0,0.0,0,0.0
20180831-211837_377_live,1,2,2.0,2.0,1.0,1,50.0
20180831-215137_413_live,0,2,0.0,0.0,0.0,0,0.0
20180831-221232_645_live,0,2,0.0,0.0,0.0,0,0.0
20180831-222729_66_live,1,2,0.05,0.05,0.025,1,50.0
20180831-223214_28_live,1,2,0.2,0.2,0.1,1,50.0
20180831-224726_732_live,0,2,0.0,0.0,0.0,0,0.0
20180831-231032_102_live,0,2,0.0,0.0,0.0,0,0.0
20180831-231226_976_live,2,2,0.1,0.05,0.05,1,100.0
20180901-001137_507_live,1,2,1.0,1.0,0.5,1,50.0
20180901-001917_173_live,1,2,1.0,1.0,0.5,1,50.0
20180901-003311_274_live,0,2,0.0,0.0,0.0,0,0.0
20180901-004406_582_live,1,2,0.2,0.2,0.1,1,50.0
20180901-020126_11_live,1,2,1.0,1.0,0.5,1,50.0
20180901-045936_842_live,2,2,4.0,2.0,2.0,1,100.0
20180901-055511_376_live,2,2,0.8,0.4,0.4,1,100.0
20180901-060959_922_live,0,2,0.0,0.0,0.0,0,0.0
20180901-061738_750_live,2,2,0.6,0.3,0.3,1,100.0
20180901-062656_249_live,2,2,2.05,2.0,1.025,1,100.0
20180901-063841_657_live,2,2,0.4,0.2,0.2,1,100.0
20180901-064502_492_live,0,2,0.0,0.0,0.0,0,0.0
20180901-071043_291_live,1,2,0.5,0.5,0.25,1,50.0
20180901-073405_760_live,0,2,0.0,0.0,0.0,0,0.0
20180901-074748_167_live,0,2,0.0,0.0,0.0,0,0.0
20180901-075346_269_live,2,2,1.1,1.0,0.55,1,100.0
20180901-075720_707_live,1,2,0.5,0.5,0.25,1,50.0
20180901-081612_655_live,2,2,2.0,1.0,1.0,1,100.0
20180901-082120_803_live,1,2,0.1,0.1,0.05,1,50.0
20180901-083851_418_live,1,2,1.0,1.0,0.5,1,50.0
20180901-091456_160_live,2,2,1.2,1.0,0.6,1,100.0
20180901-093058_490_live,0,2,0.0,0.0,0.0,0,0.0
20180901-100753_363_live,1,2,0.5,0.5,0.25,1,50.0
20180901-101051_687_live,2,2,0.13,0.1,0.065,1,100.0
20180901-101814_540_live,1,2,0.2,0.2,0.1,1,50.0
20180901-112714_568_live,2,2,0.30000000000000004,0.2,0.15000000000000002,1,100.0
20180901-112814_354_live,1,2,1.0,1.0,0.5,1,50.0
20180901-112824_44_live,1,2,1.0,1.0,0.5,1,50.0
20180901-112903_682_live,1,2,0.2,0.2,0.1,1,50.0
20180901-114608_710_live,1,2,1.0,1.0,0.5,1,50.0
20180901-121302_185_live,1,2,0.2,0.2,0.1,1,50.0
20180901-121329_807_live,2,2,3.0,1.5,1.5,1,100.0
20180901-121417_346_live,1,2,0.25,0.25,0.125,1,50.0
20180901-121932_143_live,0,2,0.0,0.0,0.0,0,0.0
20180901-125341_302_live,2,2,0.4,0.2,0.2,1,100.0
20180901-125737_539_live,1,2,1.0,1.0,0.5,1,50.0
20180901-142346_317_live,1,2,1.0,1.0,0.5,1,50.0
20180901-152528_222_live,2,2,1.0,0.5,0.5,1,100.0
20180901-154211_517_live,0,2,0.0,0.0,0.0,0,0.0
20180901-160047_444_live,1,2,0.5,0.5,0.25,1,50.0
20180901-161656_635_live,1,2,0.3,0.3,0.15,1,50.0
20180901-164025_222_live,1,2,1.0,1.0,0.5,1,50.0
20180901-170812_961_live,0,2,0.0,0.0,0.0,0,0.0
20180901-171431_849_live,1,2,0.05,0.05,0.025,1,50.0
20180901-180119_88_live,1,2,1.0,1.0,0.5,1,50.0
20180901-180231_790_live,1,2,0.1,0.1,0.05,1,50.0
20180901-180617_95_live,2,2,1.15,1.0,0.575,1,100.0
20180901-182115_809_live,1,2,1.0,1.0,0.5,1,50.0
20180901-183912_261_live,0,2,0.0,0.0,0.0,0,0.0
20180901-190207_933_live,1,2,1.0,1.0,0.5,1,50.0
20180901-191816_441_live,1,2,0.05,0.05,0.025,1,50.0
20180901-191837_893_live,2,2,2.0,1.0,1.0,1,100.0
20180901-192142_112_live,1,2,0.5,0.5,0.25,1,50.0
20180901-200737_151_live,0,2,0.0,0.0,0.0,0,0.0
20180901-201717_518_live,1,2,1.0,1.0,0.5,1,50.0
20180901-201904_88_live,1,2,0.25,0.25,0.125,1,50.0
20180901-212528_32_live,1,2,0.05,0.05,0.025,1,50.0
20180902-022448_481_live,1,2,0.2,0.2,0.1,1,50.0
20180902-040108_507_live,0,2,0.0,0.0,0.0,0,0.0
20180902-060425_57_live,1,2,1.0,1.0,0.5,1,50.0
20180902-061808_400_live,2,2,1.5,1.0,0.75,1,100.0
20180902-065004_63_live,2,2,1.75,1.0,0.875,1,100.0
20180902-082304_216_live,2,2,0.35,0.25,0.175,1,100.0
20180902-082346_448_live,1,2,1.0,1.0,0.5,1,50.0
20180902-084742_394_live,2,2,0.25,0.2,0.125,1,100.0
20180902-150252_344_live,2,2,1.3,1.0,0.65,1,100.0
20180902-215344_542_live,1,2,2.0,2.0,1.0,1,50.0
20180902-215438_58_live,0,2,0.0,0.0,0.0,0,0.0
20180902-220100_244_live,1,2,0.5,0.5,0.25,1,50.0
20180902-220444_227_live,0,2,0.0,0.0,0.0,0,0.0
20180902-220705_493_live,0,2,0.0,0.0,0.0,0,0.0
20180902-221023_518_live,1,2,0.1,0.1,0.05,1,50.0
20180902-222227_892_live,1,2,2.0,2.0,1.0,1,50.0
20180902-222301_80_live,2,2,0.5,0.3,0.25,1,100.0
20180902-222414_572_live,1,2,2.0,2.0,1.0,1,50.0
20180902-222747_770_live,2,2,0.3,0.15,0.15,1,100.0
20180902-222850_306_live,1,2,1.0,1.0,0.5,1,50.0
20180902-223320_635_live,1,2,2.0,2.0,1.0,1,50.0
20180902-224713_959_live,1,2,0.25,0.25,0.125,1,50.0
20180902-225626_63_live,1,2,2.0,2.0,1.0,1,50.0
20180902-230004_696_live,0,2,0.0,0.0,0.0,0,0.0
20180902-230734_103_live,1,2,0.2,0.2,0.1,1,50.0
20180902-230929_507_live,1,2,0.19,0.19,0.095,1,50.0
20180902-231056_734_live,1,2,0.1,0.1,0.05,1,50.0
20180902-231121_694_live,1,2,0.25,0.25,0.125,1,50.0
20180903-000031_632_live,1,2,0.3,0.3,0.15,1,50.0
20180903-004112_585_live,1,2,2.0,2.0,1.0,1,50.0
20180903-005045_964_live,1,2,1.0,1.0,0.5,1,50.0
20180903-011326_133_live,2,2,1.15,1.0,0.575,1,100.0
20180903-021912_147_live,0,2,0.0,0.0,0.0,0,0.0
20180903-042430_763_live,1,2,0.3,0.3,0.15,1,50.0
20180903-042451_245_live,1,2,0.5,0.5,0.25,1,50.0
20180903-044446_477_live,1,2,2.0,2.0,1.0,1,50.0
20180903-053722_705_live,1,2,2.0,2.0,1.0,1,50.0
20180903-062509_807_live,1,2,0.15,0.15,0.075,1,50.0
20180903-063835_981_live,0,2,0.0,0.0,0.0,0,0.0
20180903-065008_728_live,1,2,1.0,1.0,0.5,1,50.0
20180903-070317_375_live,0,2,0.0,0.0,0.0,0,0.0
20180903-071928_910_live,0,2,0.0,0.0,0.0,0,0.0
20180903-073450_337_live,0,2,0.0,0.0,0.0,0,0.0
20180903-074043_932_live,0,2,0.0,0.0,0.0,0,0.0
20180903-075401_529_live,1,2,0.2,0.2,0.1,1,50.0
20180903-080857_582_live,1,2,1.5,1.5,0.75,1,50.0
20180903-081910_674_live,1,2,0.2,0.2,0.1,1,50.0
20180903-082331_337_live,1,2,0.2,0.2,0.1,1,50.0
20180903-082916_59_live,0,2,0.0,0.0,0.0,0,0.0
20180903-084303_89_live,1,2,2.0,2.0,1.0,1,50.0
20180903-084513_458_live,2,2,2.0,1.0,1.0,1,100.0
20180903-084857_434_live,1,2,0.25,0.25,0.125,1,50.0
20180903-092132_700_live,0,2,0.0,0.0,0.0,0,0.0
20180903-092419_214_live,1,2,0.5,0.5,0.25,1,50.0
20180903-092432_430_live,0,2,0.0,0.0,0.0,0,0.0
20180903-092915_966_live,1,2,2.0,2.0,1.0,1,50.0
20180903-093512_147_live,1,2,1.0,1.0,0.5,1,50.0
20180903-094154_600_live,1,2,2.0,2.0,1.0,1,50.0
20180903-094216_793_live,2,2,2.0,1.0,1.0,1,100.0
20180903-094545_472_live,0,2,0.0,0.0,0.0,0,0.0
20180903-094620_889_live,0,2,0.0,0.0,0.0,0,0.0
20180903-094939_651_live,1,2,0.1,0.1,0.05,1,50.0
20180903-095231_898_live,0,2,0.0,0.0,0.0,0,0.0
20180903-102417_844_live,0,2,0.0,0.0,0.0,0,0.0
20180903-102457_108_live,1,2,2.0,2.0,1.0,1,50.0
20180903-103006_867_live,1,2,2.0,2.0,1.0,1,50.0
20180903-103052_41_live,0,2,0.0,0.0,0.0,0,0.0
20180903-103342_719_live,2,2,3.0,2.0,1.5,1,100.0
20180903-103431_860_live,1,2,1.0,1.0,0.5,1,50.0
20180903-103709_629_live,1,2,1.0,1.0,0.5,1,50.0
20180903-103724_869_live,1,2,1.0,1.0,0.5,1,50.0
20180903-103835_253_live,0,2,0.0,0.0,0.0,0,0.0
20180903-103906_732_live,1,2,1.0,1.0,0.5,1,50.0
20180903-103939_512_live,1,2,0.02,0.02,0.01,1,50.0
20180903-104000_179_live,2,2,0.35,0.25,0.175,1,100.0
20180903-104032_620_live,0,2,0.0,0.0,0.0,0,0.0
20180903-104045_943_live,0,2,0.0,0.0,0.0,0,0.0
